"name","born","died","borncountry","borncity","bornlong","bornlat","diedcountry","diedcity","diedlong","diedlat","gender","year","category","motivation","institutionname","institutioncity","institutioncountry"
"Theodore W Schultz","1902-04-30","1998-02-26","USA","Arlington, SD",-97.1331212,44.3644133,"USA","Evanston, IL",-87.6876969,42.0450722,"male",1979,"economics","""for their pioneering research into economic development research with particular consideration of the problems of developing countries""","University of Chicago","Chicago, IL","USA"
"Lawrence R Klein","1920-09-14","2013-10-20","USA","Omaha, NE",-95.9345034,41.2565369,"USA","Gladwyne, PA",-75.2770721,40.0493121,"male",1980,"economics","""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""","University of Pennsylvania","Philadelphia, PA","USA"
"James Tobin","1918-03-05","2002-03-11","USA","Champaign, IL",-88.2433829,40.1164204,"USA","New Haven, CT",-72.9278835,41.308274,"male",1981,"economics","""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""","Yale University","New Haven, CT","USA"
"George J Stigler","1911-01-17","1991-12-01","USA","Renton, WA",-122.2170661,47.4828776,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1982,"economics","""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""","University of Chicago","Chicago, IL","USA"
"James M Buchanan Jr","1919-10-03","2013-01-09","USA","Murfreesboro, TN",-86.39027,35.8456213,"USA","Blacksburg, VA",-80.4139393,37.2295733,"male",1986,"economics","""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""","Center for Study of Public Choice","Fairfax, VA","USA"
"Merton H Miller","1923-05-16","2000-06-03","USA","Boston, MA",-71.0588801,42.3600825,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1990,"economics","""for their pioneering work in the theory of financial economics""","University of Chicago","Chicago, IL","USA"
"Gary S Becker","1930-12-02","2014-05-03","USA","Pottsville, PA",-76.195499,40.6856456,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1992,"economics","""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""","University of Chicago","Chicago, IL","USA"
"Robert W Fogel","1927-07-01","2013-06-11","USA","New York, NY",-74.0059728,40.7127753,"USA","Oak Lawn, IL",-87.7479528,41.719978,"male",1993,"economics","""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""","University of Chicago","Chicago, IL","USA"
"Douglass C North","1920-11-05","2015-11-23","USA","Cambridge, MA",-71.1097335,42.3736158,"USA","Benzonia, MI",-86.0992576,44.6213885,"male",1993,"economics","""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""","Washington University","St. Louis, MO","USA"
"John F Nash Jr","1928-06-13","2015-05-23","USA","Bluefield, WV",-81.2223195,37.2698395,"USA","New Jersey, NJ",-74.4056612,40.0583238,"male",1994,"economics","""for their pioneering analysis of equilibria in the theory of non-cooperative games""","Princeton University","Princeton, NJ","USA"
"Jack S Kilby","1923-11-08","2005-06-20","USA","Jefferson City, MO",-92.1735164,38.5767017,"USA","Dallas, TX",-96.7969879,32.7766642,"male",2000,"physics","""for his part in the invention of the integrated circuit""","Texas Instruments","Dallas, TX","USA"
"Raymond Davis Jr","1914-10-14","2006-05-31","USA","Washington, DC",-77.0368707,38.9071923,"USA","Blue Point, NY",-73.0345539,40.7439872,"male",2002,"physics","""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""","University of Pennsylvania","Philadelphia, PA","USA"
"John B Fenn","1917-06-15","2010-12-10","USA","New York, NY",-74.0059728,40.7127753,"USA","Richmond, VA",-77.4360481,37.5407246,"male",2002,"chemistry","""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""","Virginia Commonwealth University","Richmond, VA","USA"
"Paul C Lauterbur","1929-05-06","2007-03-27","USA","Sidney, OH",-84.1554987,40.2842164,"USA","Urbana, IL",-88.2072697,40.1105875,"male",2003,"medicine","""for their discoveries concerning magnetic resonance imaging""","University of Illinois","Urbana, IL","USA"
"Irwin Rose","1926-07-16","2015-06-03","USA","Brooklyn, NY",-73.9441579,40.6781784,"USA","Deerfield, MA",-72.6056435,42.5445588,"male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation""","University of California","Irvine, CA","USA"
"Thomas C Schelling","1921-04-14","2016-12-13","USA","Oakland, CA",-122.2711137,37.8043637,"USA","Bethesda, MD",-77.0947092,38.984652,"male",2005,"economics","""for having enhanced our understanding of conflict and cooperation through game-theory analysis""","University of Maryland, Department of Economics and School of Public Policy","College Park, MD","USA"
"Roger Y Tsien","1952-02-01","2016-08-24","USA","New York, NY",-74.0059728,40.7127753,"USA","Eugene, OR",-123.0867536,44.0520691,"male",2008,"chemistry","""for the discovery and development of the green fluorescent protein, GFP""","University of California","San Diego, CA","USA"
"Elinor Ostrom","1933-08-07","2012-06-12","USA","Los Angeles, CA",-118.2436849,34.0522342,"USA","Bloomington, IN",-86.5263857,39.165325,"female",2009,"economics","""for her analysis of economic governance, especially the commons""","Indiana University","Bloomington, IN","USA"
"Elinor Ostrom","1933-08-07","2012-06-12","USA","Los Angeles, CA",-118.2436849,34.0522342,"USA","Bloomington, IN",-86.5263857,39.165325,"female",2009,"economics","""for her analysis of economic governance, especially the commons""","Arizona State University","Tempe, AZ","USA"
"Dale T Mortensen","1939-02-02","2014-01-09","USA","Enterprise, OR",-117.2787816,45.4262617,"USA","Wilmette, IL",-87.7228384,42.0722513,"male",2010,"economics","""for their analysis of markets with search frictions""","Northwestern University","Evanston, IL","USA"
"Dale T Mortensen","1939-02-02","2014-01-09","USA","Enterprise, OR",-117.2787816,45.4262617,"USA","Wilmette, IL",-87.7228384,42.0722513,"male",2010,"economics","""for their analysis of markets with search frictions""","Aarhus University","Aarhus","Denmark"
"Lloyd S Shapley","1923-06-02","2016-03-12","USA","Cambridge, MA",-71.1097335,42.3736158,"USA","Tucson, AZ",-110.9747108,32.2226066,"male",2012,"economics","""for the theory of stable allocations and the practice of market design""","University of California","Los Angeles, CA","USA"
"Joseph John Thomson","1856-12-18","1940-08-30","United Kingdom","Cheetham Hill, near Manchester",-2.2368975,53.5021101,"United Kingdom","Cambridge",0.121817,52.205337,"male",1906,"physics","""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""","University of Cambridge","Cambridge","United Kingdom"
"Sir William Henry Bragg","1862-07-02","1942-03-12","United Kingdom","Wigton",-3.161231,54.825544,"United Kingdom","London",-0.1277583,51.5073509,"male",1915,"physics","""for their services in the analysis of crystal structure by means of X-rays""","University College","London","United Kingdom"
"Charles Glover Barkla","1877-06-07","1944-10-23","United Kingdom","Widnes",-2.733637,53.361024,"Scotland","Edinburgh",-3.188267,55.953252,"male",1917,"physics","""for his discovery of the characteristic R&ouml;ntgen radiation of the elements""","Edinburgh University","Edinburgh","United Kingdom"
"Owen Willans Richardson","1879-04-26","1959-02-15","United Kingdom","Dewsbury",-1.6296949,53.689833,"United Kingdom","Alton",-0.973177,51.150719,"male",1928,"physics","""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""","London University","London","United Kingdom"
"Paul Adrien Maurice Dirac","1902-08-08","1984-10-20","United Kingdom","Bristol",-2.58791,51.454513,"USA","Tallahassee, FL",-84.2807329,30.4382559,"male",1933,"physics","""for the discovery of new productive forms of atomic theory""","University of Cambridge","Cambridge","United Kingdom"
"James Chadwick","1891-10-20","1974-07-24","United Kingdom","Manchester",-2.2426305,53.4807593,"United Kingdom","Cambridge",0.121817,52.205337,"male",1935,"physics","""for the discovery of the neutron""","Liverpool University","Liverpool","United Kingdom"
"George Paget Thomson","1892-05-03","1975-09-10","United Kingdom","Cambridge",0.121817,52.205337,"United Kingdom","Cambridge",0.121817,52.205337,"male",1937,"physics","""for their experimental discovery of the diffraction of electrons by crystals""","London University","London","United Kingdom"
"Sir Edward Victor Appleton","1892-09-06","1965-04-21","United Kingdom","Bradford",-1.759398,53.795984,"Scotland","Edinburgh",-3.188267,55.953252,"male",1947,"physics","""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""","Department of Scientific and Industrial Research","London","United Kingdom"
"Patrick Maynard Stuart Blackett","1897-11-18","1974-07-13","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","London",-0.1277583,51.5073509,"male",1948,"physics","""for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation""","Victoria University","Manchester","United Kingdom"
"Sir John Douglas Cockcroft","1897-05-27","1967-09-18","United Kingdom","Todmorden",-2.0987969,53.716344,"United Kingdom","Cambridge",0.121817,52.205337,"male",1951,"physics","""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""","Atomic Energy Research Establishment","Harwell, Berkshire","United Kingdom"
"William Bradford Shockley","1910-02-13","1989-08-12","United Kingdom","London",-0.1277583,51.5073509,"USA","Palo Alto, CA",-122.1430195,37.4418834,"male",1956,"physics","""for their researches on semiconductors and their discovery of the transistor effect""","Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA","USA"
"Sir Martin Ryle","1918-09-27","1984-10-14","United Kingdom","Brighton",-0.137163,50.82253,"United Kingdom","Cambridge",0.121817,52.205337,"male",1974,"physics","""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""","University of Cambridge","Cambridge","United Kingdom"
"Sir Nevill Francis Mott","1905-09-30","1996-08-08","United Kingdom","Leeds",-1.5490774,53.8007554,"United Kingdom","Milton Keynes",-0.7594171,52.0406224,"male",1977,"physics","""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""","University of Cambridge","Cambridge","United Kingdom"
"Frederick Soddy","1877-09-02","1956-09-22","United Kingdom","Eastbourne",0.290472,50.768035,"United Kingdom","Brighton",-0.137163,50.82253,"male",1921,"chemistry","""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""","University of Oxford","Oxford","United Kingdom"
"Francis William Aston","1877-09-01","1945-11-20","United Kingdom","Harborne",-1.961668,52.4597094,"United Kingdom","Cambridge",0.121817,52.205337,"male",1922,"chemistry","""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""","University of Cambridge","Cambridge","United Kingdom"
"Arthur Harden","1865-10-12","1940-06-17","United Kingdom","Manchester",-2.2426305,53.4807593,"United Kingdom","Bourne",-0.378462,52.768599,"male",1929,"chemistry","""for their investigations on the fermentation of sugar and fermentative enzymes""","London University","London","United Kingdom"
"Walter Norman Haworth","1883-03-19","1950-03-19","United Kingdom","Chorley",-2.632596,53.653511,"United Kingdom","Birmingham",-1.890401,52.486243,"male",1937,"chemistry","""for his investigations on carbohydrates and vitamin C""","Birmingham University","Birmingham","United Kingdom"
"Sir Robert Robinson","1886-09-13","1975-02-08","United Kingdom","Rufford, near Chesterfield",-1.2173151,53.1566288,"United Kingdom","Great Missenden",-0.70319,51.702655,"male",1947,"chemistry","""for his investigations on plant products of biological importance, especially the alkaloids""","University of Oxford","Oxford","United Kingdom"
"Archer John Porter Martin","1910-03-01","2002-07-28","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","Llangarron",-2.686058,51.887657,"male",1952,"chemistry","""for their invention of partition chromatography""","National Institute for Medical Research","London","United Kingdom"
"Richard Laurence Millington Synge","1914-10-28","1994-08-18","United Kingdom","Liverpool",-2.9915726,53.4083714,"United Kingdom","Norwich",1.297355,52.6308859,"male",1952,"chemistry","""for their invention of partition chromatography""","Rowett Research Institute","Bucksburn (Scotland)","United Kingdom"
"Sir Cyril Norman Hinshelwood","1897-05-19","1967-10-09","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","London",-0.1277583,51.5073509,"male",1956,"chemistry","""for their researches into the mechanism of chemical reactions""","University of Oxford","Oxford","United Kingdom"
"Frederick Sanger","1918-08-13","2013-11-19","United Kingdom","Rendcombe",-1.964228,51.798937,"United Kingdom","Cambridge",0.121817,52.205337,"male",1958,"chemistry","""for his work on the structure of proteins, especially that of insulin""","University of Cambridge","Cambridge","United Kingdom"
"Frederick Sanger","1918-08-13","2013-11-19","United Kingdom","Rendcombe",-1.964228,51.798937,"United Kingdom","Cambridge",0.121817,52.205337,"male",1980,"chemistry","""for their contributions concerning the determination of base sequences in nucleic acids""","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom"
"John Cowdery Kendrew","1917-03-24","1997-08-23","United Kingdom","Oxford",-1.2577263,51.7520209,"United Kingdom","Cambridge",0.121817,52.205337,"male",1962,"chemistry","""for their studies of the structures of globular proteins""","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom"
"Ronald George Wreyford Norrish","1897-11-09","1978-06-07","United Kingdom","Cambridge",0.121817,52.205337,"United Kingdom","Cambridge",0.121817,52.205337,"male",1967,"chemistry","""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""","Institute of Physical Chemistry","Cambridge","United Kingdom"
"George Porter","1920-12-06","2002-08-31","United Kingdom","Stainforth",-1.0300371,53.5944945,"United Kingdom","Canterbury",1.0789089,51.280233,"male",1967,"chemistry","""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""","Royal Institution of Great Britain","London","United Kingdom"
"Derek H R Barton","1918-09-08","1998-03-16","United Kingdom","Gravesend",0.370759,51.441884,"USA","College Station, TX",-96.3344068,30.627977,"male",1969,"chemistry","""for their contributions to the development of the concept of conformation and its application in chemistry""","Imperial College","London","United Kingdom"
"Geoffrey Wilkinson","1921-07-14","1996-09-26","United Kingdom","Todmorden",-2.0987969,53.716344,"United Kingdom","London",-0.1277583,51.5073509,"male",1973,"chemistry","""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""","Imperial College","London","United Kingdom"
"Peter D Mitchell","1920-09-29","1992-04-10","United Kingdom","Mitcham",-0.166709,51.402869,"United Kingdom","Bodmin",-4.7188629,50.4714961,"male",1978,"chemistry","""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""","Glynn Research Laboratories","Bodmin","United Kingdom"
"Herbert C Brown","1912-05-22","2004-12-19","United Kingdom","London",-0.1277583,51.5073509,"USA","Lafayette, IN",-86.8752869,40.4167022,"male",1979,"chemistry","""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""","Purdue University","West Lafayette, IN","USA"
"Michael Smith","1932-04-26","2000-10-04","United Kingdom","Blackpool",-3.0356748,53.8175053,"Canada","Vancouver",-123.1207375,49.2827291,"male",1993,"chemistry","""for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""","University of British Columbia","Vancouver","Canada"
"Sir Harold W Kroto","1939-10-07","2016-04-30","United Kingdom","Wisbech",0.158797,52.666317,"United Kingdom","Lewes, East Sussex",0.00878,50.873872,"male",1996,"chemistry","""for their discovery of fullerenes""","University of Sussex","Brighton","United Kingdom"
"John A Pople","1925-10-31","2004-03-15","United Kingdom","Burnham-on-Sea",-2.993858,51.240139,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1998,"chemistry","""for his development of computational methods in quantum chemistry""","Northwestern University","Evanston, IL","USA"
"Archibald Vivian Hill","1886-09-26","1977-06-03","United Kingdom","Bristol",-2.58791,51.454513,"United Kingdom","Cambridge",0.121817,52.205337,"male",1922,"medicine","""for his discovery relating to the production of heat in the muscle""","London University","London","United Kingdom"
"Sir Frederick Gowland Hopkins","1861-06-20","1947-05-16","United Kingdom","Eastbourne",0.290472,50.768035,"United Kingdom","Cambridge",0.121817,52.205337,"male",1929,"medicine","""for his discovery of the growth-stimulating vitamins""","University of Cambridge","Cambridge","United Kingdom"
"Sir Charles Scott Sherrington","1857-11-27","1952-03-04","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","Eastbourne",0.290472,50.768035,"male",1932,"medicine","""for their discoveries regarding the functions of neurons""","University of Oxford","Oxford","United Kingdom"
"Edgar Douglas Adrian","1889-11-30","1977-08-08","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","Cambridge",0.121817,52.205337,"male",1932,"medicine","""for their discoveries regarding the functions of neurons""","University of Cambridge","Cambridge","United Kingdom"
"Sir Henry Hallett Dale","1875-06-09","1968-07-23","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","Cambridge",0.121817,52.205337,"male",1936,"medicine","""for their discoveries relating to chemical transmission of nerve impulses""","National Institute for Medical Research","London","United Kingdom"
"Francis Harry Compton Crick","1916-06-08","2004-07-28","United Kingdom","Northampton",-0.902656,52.240477,"USA","San Diego, CA",-117.1610838,32.715738,"male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom"
"Alan Lloyd Hodgkin","1914-02-05","1998-12-20","United Kingdom","Banbury",-1.339775,52.0629009,"United Kingdom","Cambridge",0.121817,52.205337,"male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""","University of Cambridge","Cambridge","United Kingdom"
"Andrew Fielding Huxley","1917-11-22","2012-05-30","United Kingdom","Hampstead",-0.1761749,51.5556461,"United Kingdom","Grantchester",0.0932245,52.1810072,"male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""","University College","London","United Kingdom"
"Rodney R Porter","1917-10-08","1985-09-06","United Kingdom","Newton-le-Willows",-2.63508,53.452889,"United Kingdom","Winchester",-1.310142,51.059771,"male",1972,"medicine","""for their discoveries concerning the chemical structure of antibodies""","University of Oxford","Oxford","United Kingdom"
"Christian de Duve","1917-10-02","2013-05-04","United Kingdom","Thames Ditton",-0.339189,51.389686,"Belgium","Nethen",4.6741168,50.7837825,"male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""","Rockefeller University","New York, NY","USA"
"Christian de Duve","1917-10-02","2013-05-04","United Kingdom","Thames Ditton",-0.339189,51.389686,"Belgium","Nethen",4.6741168,50.7837825,"male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""","Universite Catholique de Louvain","Louvain","Belgium"
"Godfrey N Hounsfield","1919-08-28","2004-08-12","United Kingdom","Newark",-0.80657,53.0700391,"United Kingdom","Kingston upon Thames",-0.300689,51.41233,"male",1979,"medicine","""for the development of computer assisted tomography""","Central Research Laboratories, EMI","London","United Kingdom"
"John R Vane","1927-03-29","2004-11-19","United Kingdom","Tardebigg",-2.0068986,52.3226928,"United Kingdom","Farnborough",-0.752615,51.2868939,"male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances""","The Wellcome Research Laboratories","Beckenham","United Kingdom"
"Niels K Jerne","1911-12-23","1994-10-07","United Kingdom","London",-0.1277583,51.5073509,"France","Castillon-du-Gard",4.554576,43.970383,"male",1984,"medicine","""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""","Basel Institute for Immunology","Basel","Switzerland"
"John R Hicks","1904-04-08","1989-05-20","United Kingdom","Warwick",-1.584927,52.282316,"United Kingdom","Blockley",-1.763129,52.014696,"male",1972,"economics","""for their pioneering contributions to general economic equilibrium theory and welfare theory""","All Souls College","Oxford","United Kingdom"
"James E Meade","1907-06-23","1995-12-22","United Kingdom","Swanage",-1.960769,50.608277,"United Kingdom","Cambridge",0.121817,52.205337,"male",1977,"economics","""for their pathbreaking contribution to the theory of international trade and international capital movements""","University of Cambridge","Cambridge","United Kingdom"
"Richard Stone","1913-08-30","1991-12-06","United Kingdom","London",-0.1277583,51.5073509,"United Kingdom","Cambridge",0.121817,52.205337,"male",1984,"economics","""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""","University of Cambridge","Cambridge","United Kingdom"
"Ronald H Coase","1910-12-29","2013-09-02","United Kingdom","Willesden",-0.239096,51.548961,"USA","Chicago, IL",-87.6297982,41.8781136,"male",1991,"economics","""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""","University of Chicago","Chicago, IL","USA"
"Clive WJ Granger","1934-09-04","2009-05-27","United Kingdom","Swansea",-3.943646,51.62144,"USA","San Diego, CA",-117.1610838,32.715738,"male",2003,"economics","""for methods of analyzing economic time series with common trends (cointegration)""","University of California","San Diego, CA","USA"
"Oliver Smithies","1925-06-23","2017-01-10","United Kingdom","Halifax",-1.85754,53.72702,"USA","Chapel Hill, NC",-79.0558445,35.9131996,"male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""","University of North Carolina","Chapel Hill, NC","USA"
"Robert G Edwards","1925-09-27","2013-04-10","United Kingdom","Batley",-1.635083,53.717028,"United Kingdom","Cambridge",0.121817,52.205337,"male",2010,"medicine","""for the development of in vitro fertilization""","University of Cambridge","Cambridge","United Kingdom"
"Pieter Zeeman","1865-05-25","1943-10-09","the Netherlands","Zonnemaire",3.9518196,51.7130521,"the Netherlands","Amsterdam",4.8951679,52.3702157,"male",1902,"physics","""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""","Amsterdam University","Amsterdam","the Netherlands"
"Johannes Diderik van der Waals","1837-11-23","1923-03-08","the Netherlands","Leiden",4.4970097,52.1601144,"the Netherlands","Amsterdam",4.8951679,52.3702157,"male",1910,"physics","""for his work on the equation of state for gases and liquids""","Amsterdam University","Amsterdam","the Netherlands"
"Heike Kamerlingh Onnes","1853-09-21","1926-02-21","the Netherlands","Groningen",6.5665017,53.2193835,"the Netherlands","Leiden",4.4970097,52.1601144,"male",1913,"physics","""for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium""","Leiden University","Leiden","the Netherlands"
"Frits Zernike","1888-07-16","1966-03-10","the Netherlands","Amsterdam",4.8951679,52.3702157,"the Netherlands","Groningen",6.5665017,53.2193835,"male",1953,"physics","""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""","Groningen University","Groningen","the Netherlands"
"Nicolaas Bloembergen","1920-03-11","2017-09-05","the Netherlands","Dordrecht",4.6900929,51.8132979,"USA","Tucson, AZ",-110.9747108,32.2226066,"male",1981,"physics","""for their contribution to the development of laser spectroscopy""","Harvard University","Cambridge, MA","USA"
"Simon van der Meer","1925-11-24","2011-03-04","the Netherlands","the Hague",4.3006999,52.0704978,"Switzerland","Geneva",6.1431577,46.2043907,"male",1984,"physics","""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""","CERN","Geneva","Switzerland"
"Jacobus Henricus van t Hoff","1852-08-30","1911-03-01","the Netherlands","Rotterdam",4.4777326,51.9244201,"Germany","Berlin",13.404954,52.5200066,"male",1901,"chemistry","""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""","Berlin University","Berlin","Germany"
"Petrus Peter Josephus Wilhelmus Debye","1884-03-24","1966-11-02","the Netherlands","Maastricht",5.6909725,50.8513682,"USA","Ithaca, NY",-76.5018807,42.4439614,"male",1936,"chemistry","""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""","Berlin University","Berlin","Germany"
"Petrus Peter Josephus Wilhelmus Debye","1884-03-24","1966-11-02","the Netherlands","Maastricht",5.6909725,50.8513682,"USA","Ithaca, NY",-76.5018807,42.4439614,"male",1936,"chemistry","""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) fur Physik","Berlin","Germany"
"Christiaan Eijkman","1858-08-11","1930-11-05","the Netherlands","Nijkerk",5.4835625,52.2224835,"the Netherlands","Utrecht",5.1214201,52.0907374,"male",1929,"medicine","""for his discovery of the antineuritic vitamin""","Utrecht University","Utrecht","the Netherlands"
"Nikolaas Tinbergen","1907-04-15","1988-12-21","the Netherlands","the Hague",4.3006999,52.0704978,"United Kingdom","Oxford",-1.2577263,51.7520209,"male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""","University of Oxford","Oxford","United Kingdom"
"Jan Tinbergen","1903-04-12","1994-06-09","the Netherlands","the Hague",4.3006999,52.0704978,"the Netherlands","the Hague",4.3006999,52.0704978,"male",1969,"economics","""for having developed and applied dynamic models for the analysis of economic processes""","The Netherlands School of Economics","Rotterdam","the Netherlands"
"Tjalling C Koopmans","1910-08-28","1985-02-26","the Netherlands","s Graveland",5.1314775,52.2446819,"USA","New Haven, CT",-72.9278835,41.308274,"male",1975,"economics","""for their contributions to the theory of optimum allocation of resources""","Yale University","New Haven, CT","USA"
"Charles Edouard Guillaume","1861-02-15","1938-06-13","Switzerland","Fleurier",6.5808426,46.9023107,"France","Sevres",2.2109771,48.8212407,"male",1920,"physics","""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""","Bureau International des Poids et Mesures (International Bureau of Weights and Measures)","Sevres","France"
"Felix Bloch","1905-10-23","1983-09-10","Switzerland","Zurich",8.541694,47.3768866,"Switzerland","Zurich",8.541694,47.3768866,"male",1952,"physics","""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""","Stanford University","Stanford, CA","USA"
"Heinrich Rohrer","1933-06-06","2013-05-16","Switzerland","Buchs",9.4708594,47.1655403,"Switzerland","Wollerau",8.71338,47.19717,"male",1986,"physics","""for their design of the scanning tunneling microscope""","IBM Zurich Research Laboratory","Ruschlikon","Switzerland"
"Emil Theodor Kocher","1841-08-25","1917-07-27","Switzerland","Berne",7.4474468,46.9479739,"Switzerland","Berne",7.4474468,46.9479739,"male",1909,"medicine","""for his work on the physiology, pathology and surgery of the thyroid gland""","Berne University","Berne","Switzerland"
"Paul Hermann Muller","1899-01-12","1965-10-12","Switzerland","Olten",7.9037034,47.3499624,"Switzerland","Basel",7.5885761,47.5595986,"male",1948,"medicine","""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""","Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.)","Basel","Switzerland"
"Walter Rudolf Hess","1881-03-17","1973-08-12","Switzerland","Frauenfeld",8.8987541,47.5535997,"Switzerland","Ascona",8.7750131,46.1615793,"male",1949,"medicine","""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""","University of Zurich","Zurich","Switzerland"
"Daniel Bovet","1907-03-23","1992-04-08","Switzerland","Neuchatel",6.9292732,46.9899874,"Italy","Rome",12.4963655,41.9027835,"male",1957,"medicine","""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""","Istituto Superiore di Sanita (Chief Institute of Public Health)","Rome","Italy"
"Nils Gustaf Dalen","1869-11-30","1937-12-09","Sweden","Stenstorp",13.7142087,58.2740016,"Sweden","Stockholm",18.0685808,59.3293235,"male",1912,"physics","""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""","Swedish Gas-Accumulator Co.","Lidingo-Stockholm","Sweden"
"Karl Manne Georg Siegbahn","1886-12-03","1978-09-26","Sweden","Orebro",15.2134105,59.2752626,"Sweden","Stockholm",18.0685808,59.3293235,"male",1924,"physics","""for his discoveries and research in the field of X-ray spectroscopy""","Uppsala University","Uppsala","Sweden"
"Hannes Olof Gosta Alfven","1908-05-30","1995-04-02","Sweden","Norrkoping",16.192421,58.587745,"Sweden","Djursholm",18.0903005,59.3970725,"male",1970,"physics","""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""","Royal Institute of Technology","Stockholm","Sweden"
"Kai M Siegbahn","1918-04-20","2007-07-20","Sweden","Lund",13.1910073,55.7046601,"Sweden","Angelholm",12.8638809,56.245748,"male",1981,"physics","""for his contribution to the development of high-resolution electron spectroscopy""","Uppsala University","Uppsala","Sweden"
